Wed Feb 21 18:54:56 +0000 2018	966385769949614085	15h55 - Acúmulo de água também no cruzamento da Princesa Isabel x Bento Gonçalves. Não há bloqueios na via, mas o t… https://t.co/s9zwakmSMh
Wed Feb 21 18:45:00 +0000 2018	966383269565665281	15h42 - Direto das câmeras da EPTC: já há registro de pontos de acúmulo de água na capital. Maiores quantidades reg… https://t.co/1VXoTTXSmA
Wed Feb 21 18:37:02 +0000 2018	966381262826082306	RT @MetroclimaPOA: #AlertaPOA Chuva forte a intensa com vento agora na maior parte de Porto Alegre. Deve durar entre 15 e 30 minutos na mai…
Wed Feb 21 18:30:32 +0000 2018	966379630000263168	15h30 - ATENÇÃO REDOBRADA NO TRÂNSITO! Já chove forte em áreas isoladas da capital. Na zonal sul a chuva chegou aco… https://t.co/7DtDJ6J6jF
Wed Feb 21 18:22:10 +0000 2018	966377523910242305	⚠️ ATENÇÃO ⚠️ https://t.co/knIG9fCmkS
Wed Feb 21 18:10:20 +0000 2018	966374542703841281	15h10 - Manejo de árvore interromperá trânsito na Ipiranga no domingo, 25, a partir das 6h da manhã, no sentido cen… https://t.co/WCr1b1m1Q6
Wed Feb 21 18:01:51 +0000 2018	966372411041042437	RT @MetroclimaPOA: #AlertaPOA Nuvens carregadas com chuva isoladamente forte a torrencial avançando agora no Extremo Sul de Porto Alegre, m…
Wed Feb 21 18:00:24 +0000 2018	966372043951431680	15h - ATENÇÃO! Semáforo fora de operação no cruzamento da Av. Independência x R. Ramiro Barcelos. Trânsito intenso na via!
Wed Feb 21 17:39:51 +0000 2018	966366873498603520	14h39 - Trânsito liberado na Av. Otto Niemeyer. Fluxo é acentuado na via, mas sem lentidão.
Wed Feb 21 17:30:07 +0000 2018	966364423555371009	⚠️ ATENÇÃO ⚠️ https://t.co/wXyZInkLjI
Wed Feb 21 17:28:16 +0000 2018	966363957702389762	14h28 - Acidente entre carro e moto na Av. Otto Niemeyer entre as ruas Silvio Silveira Soares x Tv. Escobar. EPTC e… https://t.co/07aAJX2tt6
Wed Feb 21 17:20:29 +0000 2018	966361999427952640	@eduardoocardozo @eduardoocardozo Boa tarde Eduardo! Todas as lotações disponibilizadas para a partida sairão da Ar… https://t.co/NgvUgH97p6
Wed Feb 21 17:17:46 +0000 2018	966361316922482688	14h17 - ATENÇÃO! Serviço sendo realizado na Av. Protásio Alves, próximo a Vicente da Fontoura. Neste momento ocupa… https://t.co/B0kOrk8GmM
Wed Feb 21 17:02:01 +0000 2018	966357351145066497	@tbaumhardtms @tbaumhardtms Boa tarde Thiago! As lotações disponibilizadas para a partida sairão da Arena em direçã… https://t.co/rIpXG2DFvB
Wed Feb 21 16:50:55 +0000 2018	966354557474344960	13h50 - Direto das câmeras da EPTC: trânsito acentuado, mas sem lentidão na Av. Assis Brasil, sentido bairro/centro… https://t.co/7MO2WxyQC1
Wed Feb 21 16:46:55 +0000 2018	966353551466352641	@JcLedur @JcLedur Boa tarde Julio Cesar! Em situações como esta solicitamos que você entre em contato pelo 118 para… https://t.co/qGJBF3mUPO
Wed Feb 21 16:25:35 +0000 2018	966348183373828096	13h25 - Boa tarde! Trânsito fluindo com normalidade nas principais vias da capital neste início de tarde desta quar… https://t.co/HUWmUGB3SV
Wed Feb 21 16:08:22 +0000 2018	966343851396026369	Trânsito e transporte para Grêmio x Independiente. Partida é válida pela Recopa Sul-Americana e está marcada às 21h… https://t.co/oBtpEAjx9d
Wed Feb 21 15:47:47 +0000 2018	966338669228503040	12h48 - Queda de moto na Av. Sargento Manoel Raymundo Soares, bairro Jardim Carvalho, próx. a R. Dr. Murtinho. Não… https://t.co/oONIGlkgH0
Wed Feb 21 15:20:47 +0000 2018	966331875194220544	12h20 - Serviço sendo realizado na R. Dr. Otávio Santos próx. a R. Manoel Lopes Meireles. Nesse momento ocupa a fai… https://t.co/B94fe2WrYp
Wed Feb 21 15:04:17 +0000 2018	966327722258640897	12h04 - Acidente c/ danos materiais entre dois carros na Av. Assis Brasil próx. a Av. Bernardino Silveira Amorim se… https://t.co/Mwh7ceBZIJ
Wed Feb 21 14:25:15 +0000 2018	966317901274931200	11h26 - Direto das câmeras da EPTC: Trânsito fluindo bem na R. 24 de Outubro próx. ao cruz. c/ a R. Dr. Timóteo. Nã… https://t.co/QxIDtP25nw
Wed Feb 21 14:13:03 +0000 2018	966314829769297920	RT @gmpoaoficial: Operação conjunta @gmpoaoficial e @EPTC_POA . Escolta da delegação da CONMEBOL para a final da RECOPA, hoje a noite na Ar…
Wed Feb 21 14:04:50 +0000 2018	966312762036178944	11h06 - Direto das câmeras da EPTC: Trânsito tranquilo na Av. da Legalidade e da Democracia nos dois sentidos da vi… https://t.co/2V362OxlD2
Wed Feb 21 13:39:56 +0000 2018	966306496333131776	10h39 - Semáforo fora de operação na R. Pereira Neto próx. a R. Prof. Dr. João Pitta Pinheiro Filho, sentido B/C, b… https://t.co/OjWRUryeqd
Wed Feb 21 13:12:09 +0000 2018	966299505070149632	@Pedrinhuarthur1 Olá! Agrademos o alerta. Realmente o semáforo está fora de operação, mas já acionamos nossa equipe… https://t.co/whxaJU0bh3
Wed Feb 21 13:10:51 +0000 2018	966299176643506176	10h11: Direto das câmeras da EPTC: Semáforo fora de operação na Av. da Cavalhada cruz. c/ a R. Mário Totta sentido… https://t.co/krBQxrl8Dq
Wed Feb 21 12:59:06 +0000 2018	966296220544258048	09h59 - Direto das câmeras da EPTC: Semáforo fora de operação na Av. Assis Brasil próx. a Av. Francisco Silveira Bi… https://t.co/0EleFeSJzz
Wed Feb 21 12:54:59 +0000 2018	966295183305445377	09h54 - Direto das câmeras da EPTC: Semáforo fora de operação na Av. Ipiranga cruz. c a R. Santana, sentido centro/… https://t.co/4KeoNQH4VD
Wed Feb 21 12:45:34 +0000 2018	966292812902879233	RT @triunfoconcepa: CONCEPA informa: Içamento do Vão Móvel da Ponte do Guaíba iniciará em 15 minutos.
Wed Feb 21 12:24:50 +0000 2018	966287597982175232	Sem RADAR  ; Vale a CONSCIÊNCIA https://t.co/6w8Z0Hxajz
Wed Feb 21 12:11:54 +0000 2018	966284341650362368	09h12 - Direto das câmeras da EPTC: Há serviço de capinagem sendo realizado na pista da esquerda na Av. Ipiranga pr… https://t.co/6XwUmMLgXE
Wed Feb 21 11:49:38 +0000 2018	966278740341903360	08h50 - Seja gentil do trânsito! https://t.co/LqC4xP2ua4
Wed Feb 21 10:56:08 +0000 2018	966265274298261504	07h56 - Direto das câmeras da EPTC: Trânsito lento na Av. Protásio Alves próx. a R. Tenente Ary Tarragô, sentido ba… https://t.co/89oDqvyE4i
Wed Feb 21 10:48:37 +0000 2018	966263384516780032	07h48 - Ônibus em pane mecânica na Av. Farrapos, próx. a R. Almirante Barroso, bairro Floresta, sentido bairro/cent… https://t.co/suwjJ6tP9O
Wed Feb 21 10:24:47 +0000 2018	966257384074153985	07h25 - Bom dia! Direto das câmeras da EPTC: Fluxo intenso na Av. da Legalidade e da Democracia quem chega à Capita… https://t.co/MJinMLDDzZ
Tue Feb 20 21:50:32 +0000 2018	966067573975666690	@Berenhauser_01 @Berenhauser_01 Boa tarde Alexandre! As ações realizadas esta semana pela EPTC são atividades de co… https://t.co/96nWiG0Dfq
Tue Feb 20 21:47:45 +0000 2018	966066871178063872	18h47 - Trânsito e transporte para o jogo Grêmio x Independiente, previsto para esta quarta-feira, 21, na Arena. ;  ; S… https://t.co/6YskWawhre
Tue Feb 20 21:41:17 +0000 2018	966065242143936512	18h41 - Direto das câmeras da EPTC: pontos de lentidão na Av. Protásio Alves, sentido centro/bairro, próximo a Satu… https://t.co/QHAuW57VzN
Tue Feb 20 21:30:02 +0000 2018	966062414725861376	18h30 - Fluxo lento também na Av. Assis Brasil no sentido centro/bairro, próximo ao cruzamento com a Av. do Forte.… https://t.co/Go33rvIt62
Tue Feb 20 21:27:44 +0000 2018	966061835291119616	18h28 - Fim de tarde com lentidão nas principais vias da capital. Trânsito lento na Av. Osvaldo Aranha, sentido cen… https://t.co/hKGip3Jyft
